Session ID,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high
88515,16.612001,76.74521,16.694492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88516,16.6935,84.0934,15.759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88517,15.1935,71.351654,13.042452,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0
88518,18.362001,79.03508,19.48199,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
88519,14.3435,70.47508,11.345548,0.0,0.0,0.0,1.0,43.0,43.0,0.0,0.0
88520,16.838999,78.55838,15.826662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88521,14.839,76.463165,13.232849,0.0,0.0,0.0,1.0,36.0,0.0,0.0,36.0
88522,10.3,55.203114,6.5967216,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
88523,14.143499,67.8632,11.207613,0.0,0.0,0.0,1.0,31.0,31.0,0.0,0.0
88524,7.2650003,85.02771,5.116724,0.0,0.0,0.0,2.0,57.0,16.0,13.0,48.0
88525,17.955,96.59342,20.007698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88526,18.605,71.517296,15.486277,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
88527,18.305,74.79538,15.016634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88528,17.905,76.20163,14.388393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88529,17.705,74.69448,14.723646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88530,18.805,75.60891,16.007591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88531,19.155,82.7709,17.18755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88532,18.205,93.00679,20.106491,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
88533,15.909999,52.350246,14.220251,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
88534,13.039,79.57754,12.156252,0.0,0.0,0.0,0.0,13.0,6.0,8.0,0.0
88535,12.488999,74.29628,11.686997,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
88536,20.155,69.74839,19.519794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88537,13.9935,90.08738,14.04401,0.0,0.0,0.0,1.0,49.0,49.0,0.0,1.0
88538,9.83,58.324062,3.3279524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88539,24.689999,75.600815,27.186512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88540,6.961,89.550705,4.1207933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88541,8.702,59.730392,4.9692097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88542,19.885,64.67399,19.941782,0.0,0.0,0.0,1.0,36.0,0.0,0.0,36.0
88543,28.726,45.300186,28.625366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88544,19.327,62.46518,17.911175,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
88545,19.327,62.46518,17.911175,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
88546,19.327,62.46518,17.911175,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
88547,19.327,62.46518,17.911175,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
88548,19.327,62.46518,17.911175,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
88549,13.3525,64.976616,10.969595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88550,13.3525,64.976616,10.969595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88551,13.3525,64.976616,10.969595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88552,13.3525,64.976616,10.969595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88553,12.4525,69.152054,10.249744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88554,15.002501,66.00552,13.2697735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88555,15.002501,66.00552,13.2697735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88556,15.002501,66.00552,13.2697735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88557,15.002501,66.00552,13.2697735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88558,15.002501,66.00552,13.2697735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88559,14.2025,72.37221,12.2408905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88560,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88561,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88562,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88563,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88564,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88565,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
