Session ID,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high
86490,8.65,87.85739,4.8102293,0.0,0.0,0.0,0.0,13.0,5.0,8.0,1.0
86491,8.4045,89.972404,4.744766,1.0,1.0,0.0,55.0,100.0,53.0,92.0,100.0
86492,6.0485,87.005646,2.3057518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86493,7.002,89.55397,3.8943787,0.2,0.2,0.0,51.0,77.0,69.0,47.0,6.0
86494,9.921,84.44871,7.041807,0.0,0.0,0.0,0.0,14.0,10.0,8.0,0.0
86495,6.9954996,89.55345,3.8864727,0.2,0.2,0.0,51.0,77.0,69.0,47.0,6.0
86496,5.674,93.283455,3.4375381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86497,9.078,70.90916,5.28533,0.0,0.0,0.0,3.0,86.0,2.0,51.0,85.0
86499,-5.533,84.81005,-9.608471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86500,1.914,77.040596,-3.646267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86505,-6.2685,80.21814,-12.398443,0.0,0.0,0.0,2.0,77.0,77.0,0.0,0.0
86506,-13.518499,82.78585,-18.708649,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
86507,9.649,41.07998,6.5239315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86510,15.984501,89.940735,17.190979,0.0,0.0,0.0,1.0,29.0,29.0,0.0,0.0
86511,-2.711,70.895775,-8.474995,0.0,0.0,0.0,2.0,65.0,65.0,0.0,0.0
86512,-7.0455,73.419525,-11.878473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86513,-4.1454997,62.017334,-10.188885,0.0,0.0,0.0,1.0,23.0,23.0,0.0,0.0
86514,-6.5455,72.93593,-11.559385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86515,-8.6455,75.49981,-13.206286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86516,-14.047999,58.40056,-18.797024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86517,-7.4025,64.50079,-12.6724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86518,-7.8025002,79.353485,-12.396024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86519,-3.8415,72.61048,-10.118157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86520,-5.011,54.35174,-11.14653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86521,-5.2915,67.370346,-10.150522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86522,-7.9,87.57589,-12.157902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86524,-1.133,85.63588,-4.800514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86525,-7.5955,66.84327,-12.2544985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
