Ano,Mês,Dia,Hora,Latitude,Longitude,count
2022,7,29,13,-38.6299,177.8833111111,1
2022,9,19,19,60.3239429899,10.6434894119,1
2022,9,18,19,44.9680555556,1.0372222222,1
2022,7,4,21,52.4475,12.9208333333,1
2022,8,11,18,42.858379,132.688318,1
2022,12,14,13,31.5163400506,121.9527328012,1
2022,1,3,22,60.3251677554,10.6486093726,1
2022,6,20,10,-24.90818,151.80497,1
2022,7,23,22,52.4565337898,12.9708741108,1
2022,8,11,22,52.4475,12.9211111111,1
2022,8,23,6,38.10025,-78.61604,1
2022,10,26,5,30.2767,-103.595963,1
2022,12,7,18,18.52043,73.85674,1
2022,1,15,16,-34.8006382064,148.333336445,1
2022,3,4,18,53.7144444444,10.8719444444,1
2022,5,2,1,-26.0902777778,28.3161111111,1
2022,5,27,11,-17.4455,140.83746,1
2022,5,30,23,53.8361111111,11.2075,1
2022,5,31,18,-17.57611,145.45094,1
2022,5,31,21,28.3019892015,-16.5097773066,1
2022,12,14,22,49.15605,1.60472,1
2022,4,4,6,38.10025,-78.61604,1
2022,4,3,18,54.2794444444,26.7438888889,1
2022,5,5,23,52.4565337898,12.9708741108,1
2022,7,25,23,54.2794444444,26.7438888889,1
2022,7,30,4,30.2767,-103.595963,1
2022,8,2,21,50.9491666667,9.4969444444,1
2022,8,12,21,50.1583333333,11.3916666667,1
2022,10,22,5,30.2767,-103.595963,1
2022,12,14,20,35.1557,52.3496,1
2022,2,27,18,52.85034,11.16467,1
2022,4,29,2,-26.0902777778,28.3161111111,1
2022,5,31,3,37.6567,-98.3221,1
2022,7,18,21,50.8008333333,12.6988888889,1
2022,7,27,21,52.4475,12.9208333333,1
2022,8,29,23,52.2836969398,5.6114527984,1
2022,8,3,22,50.2294447748,16.4910346468,1
2022,4,24,23,51.9755555556,-7.6916666667,1
2022,5,31,4,37.8780555556,-78.6922222222,1
2022,7,24,20,35.1055379138,24.5613859583,1
2022,8,10,9,30.2767,-103.595963,1
2022,8,31,19,54.2794444444,26.7438888889,1
2022,10,21,19,42.858379,132.688318,1
2022,11,25,3,50.0153812678,-97.086342328,1
2022,8,12,22,50.15356,15.95251,1
2022,8,10,2,44.0588888889,5.5519444444,1
2022,5,31,3,32.2819444444,-110.768333333,1
2022,5,31,2,38.10025,-78.61604,1
2022,8,6,21,51.12,13.61,1
2022,8,8,6,38.10025,-78.61604,1
2022,8,29,21,50.1361111111,11.4644444444,1
2022,9,18,21,28.3019892015,-16.5097773066,1
2022,9,23,22,43.2602777778,-1.6188888889,1
2022,11,19,23,51.2833333333,12.3666666667,1
2022,12,14,1,27.9983986828,-15.554898984,1
2022,10,30,5,30.2767,-103.595963,1
2022,5,31,0,-33.1958475015,-63.2889753953,1
2022,7,24,23,47.71704,37.55742,1
2022,7,28,22,53.0325,20.7166666667,1
2022,9,6,19,54.2794444444,26.7438888889,1
2022,10,30,17,54.2794444444,26.7438888889,1
2022,11,6,15,-33.74364,151.06776,1
2022,12,14,17,53.5,10.4833333333,1
2022,5,31,0,49.2031447,16.5835942444,1
2022,1,3,17,52.85034,11.16467,1
2022,4,21,23,48.0908520812,6.9441547171,1
2022,6,30,22,52.4565337898,12.9708741108,1
2022,8,13,21,54.25,12.85,1
2022,8,19,0,42.4246666667,-8.85675,1
2022,9,22,21,51.2833333333,12.3666666667,1
2022,10,22,18,42.858379,132.688318,1
2022,3,8,1,52.4475,12.9208333333,1
2022,4,27,10,-23.4034141444,144.2206477717,1
2022,5,25,5,45.3833333333,-76.4833333333,1
2022,5,4,23,54.2794444444,26.7438888889,1
2022,8,10,0,45.96979,14.13502,1
2022,8,5,0,49.93389,13.27556,1
2022,9,29,23,52.4565337898,12.9708741108,1
2022,12,15,4,42.3868929823,-121.8115421618,1
2022,12,14,23,27.9983986828,-15.554898984,1
2022,8,8,23,48.5083333333,16.5530555556,1
2022,6,4,21,52.4475,12.9208333333,1
2022,12,12,16,48.4991666667,44.5827777778,1
2022,12,13,15,-33.9530333258,151.0372246489,1
2022,7,22,19,41.57625,25.16617,1
2022,1,2,10,32.862445,-116.860013,1
2022,1,4,22,53.0325,20.7166666667,1
2022,7,29,23,47.71704,37.55742,1
2022,2,9,7,38.10025,-78.61604,1
2022,5,6,6,-22.4105555556,-45.5352777778,1
2022,5,15,9,32.862445,-116.860013,1
2022,5,30,4,38.10025,-78.61604,1
2022,7,28,2,-22.4105555556,-45.5352777778,1
2022,8,1,5,30.2767,-103.595963,1
2022,8,14,21,54.4738888889,-1.1836111111,1
2022,8,31,20,52.4475,12.9211111111,1
2022,12,14,23,35.1557,52.3496,1
2022,1,3,23,30.3080555556,35.1330555556,1
2022,1,6,17,-37.7784,145.4231,1
2022,3,7,22,52.85034,11.16467,1
2022,5,28,19,34.8440565806,33.5780788349,1
2022,6,4,21,52.4565337898,12.9708741108,1
2022,8,3,2,-22.4105555556,-45.5352777778,1
2022,8,9,23,49.3996908769,21.4822221228,1
2022,8,13,17,30.30575,35.13343,1
2022,11,16,5,-27.6575,-48.5436111111,1
2022,10,22,1,44.1313888889,19.8141666667,1
2022,8,13,2,45.43,-76.64,1
2022,4,22,21,50.7291356749,3.6146822924,1
2022,8,11,8,30.2767,-103.595963,1
2022,10,4,8,30.2767,-103.595963,1
2022,5,2,11,-18.70099,138.48763,1
2022,5,10,7,38.10025,-78.61604,1
2022,6,26,22,52.4475,12.9208333333,1
2022,8,6,21,50.1361111111,11.4644444444,1
2022,9,21,22,52.2897578145,5.6123875482,1
2022,10,3,2,42.74,3.0358333333,1
2022,10,23,19,42.858379,132.688318,1
2022,1,6,18,52.4475,12.9208333333,1
2022,8,4,22,51.12,13.61,1
2022,9,24,6,30.2767,-103.595963,1
2022,9,25,6,30.2767,-103.595963,1
2022,1,3,20,52.4475,12.9211111111,1
2022,5,31,5,46.233121511,-119.1479496804,1
2022,8,12,21,45.7265991152,14.0064922035,1
2022,11,26,19,28.3019892015,-16.5097773066,1
2022,4,22,23,52.414983244,6.9661606127,1
2022,6,1,2,33.6873,-94.3734,1
2022,6,2,21,52.4475,12.9208333333,1
2022,7,31,23,45.81289,14.69565,1
2022,8,7,22,52.2994228987,5.6064925557,1
2022,12,14,19,30.307713119,35.1327380741,1
2022,12,22,10,32.862445,-116.860013,1
2022,2,3,10,-35.5703853579,148.0885226028,1
2022,5,22,21,52.4565337898,12.9708741108,1
2022,5,31,4,42.1494044228,-122.6349798354,1
2022,7,29,20,54.2794444444,26.7438888889,1
2022,8,13,23,52.4475,12.9208333333,1
2022,9,1,0,49.4202777778,8.7475,1
2022,10,21,5,30.2767,-103.595963,1
2022,11,19,5,-22.4105555556,-45.5352777778,1
2022,12,14,18,52.2897578145,5.6123875482,1
2022,9,20,20,43.8541666667,-1.3869444444,1
2022,12,13,0,30.3080555556,35.1330555556,1
2022,11,1,23,50.7291356749,3.6146822924,1
2022,4,22,17,-26.4135396083,146.8852050776,1
2022,5,5,1,45.96979,14.13502,1
2022,5,6,7,-22.4105555556,-45.5352777778,1
2022,11,18,15,-33.9530333258,151.0372246489,1
2022,5,3,23,52.4565337898,12.9708741108,1
2022,9,17,20,28.3019892015,-16.5097773066,1
2022,12,14,0,52.2086111111,14.1222222222,1
2022,4,22,23,52.175,-6.8402777778,1
2022,7,25,23,47.71704,37.55742,1
2022,8,10,23,54.4738888889,-1.1836111111,1
2022,9,3,17,-34.8830858499,149.3541747933,1
2022,8,4,22,50.2294447748,16.4910346468,1
2022,8,9,1,44.0588888889,5.5519444444,1
2022,1,3,11,42.0043391008,-121.8891105104,1
2022,11,19,2,46.2848672864,14.532555541,1
2022,7,4,21,52.4565337898,12.9708741108,1
2022,7,27,22,45.96979,14.13502,1
2022,8,24,21,51.2833333333,12.3666666667,1
2022,9,17,19,44.9680555556,1.0372222222,1
2022,10,20,9,42.3868929823,-121.8115421618,1
2022,12,3,0,54.2794444444,26.7438888889,1
2022,6,2,3,44.9177777778,-76.9397222222,1
2022,8,3,21,50.5246013326,10.4137914702,1
2022,11,1,20,51.2833333333,12.3666666667,1
2022,11,5,23,41.0296767,-6.0861587,1
2022,11,24,20,28.2247222222,-16.6275,1
2022,2,4,11,32.862445,-116.860013,1
2022,2,28,17,54.2794444444,26.7438888889,1
2022,5,31,21,50.7177777778,3.6438888889,1
2022,11,21,16,-34.1841416667,150.9690027778,1
2022,5,3,18,-17.2083,137.78471,1
2022,4,21,20,50.7291356749,3.6146822924,1
2022,6,27,22,45.5389008502,14.3804810866,1
2022,8,12,21,51.12,13.61,1
2022,9,19,19,43.9552777778,-0.1611111111,1
2022,12,26,23,50.7291356749,3.6146822924,1
2022,4,22,1,52.4565337898,12.9708741108,1
2022,10,25,20,53.5,10.4833333333,1
2022,11,13,18,52.2836427918,5.6117424769,1
2022,11,22,1,50.7291356749,3.6146822924,1
2022,2,5,15,-35.6246976247,147.7868200933,1
2022,4,25,6,38.10025,-78.61604,1
2022,5,9,6,-22.4105555556,-45.5352777778,1
2022,8,7,22,52.4475,12.9208333333,1
2022,8,3,21,49.93389,13.27556,1
2022,8,25,20,52.4475,12.9208333333,1
2022,1,3,21,52.2086111111,14.1222222222,1
2022,4,30,18,-19.7885,138.79712,1
2022,8,3,20,50.8166666667,14.7166666667,1
2022,8,9,0,50.5246013326,10.4137914702,1
2022,8,13,19,49.4202777778,8.7475,1
2022,8,6,4,45.6622222222,-77.5716666667,1
2022,5,26,11,-17.69872,141.07816,1
2022,7,2,21,52.4565337898,12.9708741108,1
2022,8,18,22,50.3091234502,5.8396599117,1
2022,10,20,4,30.2767,-103.595963,1
2022,10,22,20,51.2833333333,12.3666666667,1
2022,12,14,21,50.9877369573,3.3209908599,1
2022,7,30,22,44.0588888889,5.5519444444,1
2022,1,26,4,54.2794444444,26.7438888889,1
2022,9,14,19,45.4402777778,-0.9336111111,1
2022,10,30,23,54.4738888889,-1.1836111111,1
2022,8,19,19,54.2794444444,26.7438888889,1
2022,8,13,19,50.39181,30.5347,1
2022,8,20,20,48.233066986,31.4157460678,1
2022,10,3,22,43.0094444444,2.9180555556,1
2022,10,22,21,60.3251699926,10.6485975599,1
2022,12,13,16,52.5030555556,12.7655555556,1
2022,12,15,3,54.4738888889,-1.1836111111,1
2022,10,20,1,27.9983986828,-15.554898984,1
2022,2,23,20,51.2833333333,12.3666666667,1
2022,8,11,20,54.2794444444,26.7438888889,1
2022,10,19,20,53.5,10.4833333333,1
2022,10,25,0,38.10025,-78.61604,1
2022,5,12,2,-26.0902777778,28.3161111111,1
2022,7,2,22,51.2833333333,12.3666666667,1
2022,7,31,4,30.2767,-103.595963,1
2022,8,1,2,-22.4105555556,-45.5352777778,1
2022,2,27,17,54.2794444444,26.7438888889,1
2022,7,27,16,23.1339782248,115.1431181067,1
2022,8,1,15,-33.9530333258,151.0372246489,1
2022,8,7,15,35.6044444444,140.5236111111,1
2022,8,9,20,48.233066986,31.4157460678,1
2022,11,25,21,28.3019892015,-16.5097773066,1
2022,2,23,21,52.4565337898,12.9708741108,1
2022,5,5,1,-23.3087222222,28.4985,1
2022,8,7,1,52.2994228987,5.6064925557,1
2022,8,12,21,52.2,6.12,1
2022,12,14,22,50.7291356749,3.6146822924,1
2022,4,23,17,-26.0902777778,28.3161111111,1
2022,8,12,21,42.2363191536,14.4020474892,1
2022,8,4,21,53.0325,20.7166666667,1
2022,9,6,23,52.4565337898,12.9708741108,1
2022,12,25,0,52.4475,12.9208333333,1
2022,8,2,21,48.5083333333,16.5530555556,1
2022,1,30,15,-33.9530333258,151.0372246489,1
2022,4,28,23,45.9695888889,14.1353583333,1
2022,5,30,21,28.3019892015,-16.5097773066,1
2022,6,2,10,-17.54248,145.39737,1
2022,7,21,20,54.2794444444,26.7438888889,1
2022,8,13,22,52.1236,8.7018,1
2022,8,9,23,53.0325,20.7166666667,1
2022,7,29,20,48.0,31.0,1
2022,10,25,5,30.2767,-103.595963,1
2022,3,4,7,38.10025,-78.61604,1
2022,3,22,20,51.2833333333,12.3666666667,1
2022,3,23,20,54.2794444444,26.7438888889,1
2022,5,6,11,-15.71742,135.64177,1
2022,6,2,22,52.4565337898,12.9708741108,1
2022,6,10,18,-17.52007,145.56796,1
2022,7,21,21,50.8008333333,12.6988888889,1
2022,11,14,17,50.8008333333,12.6988888889,1
2022,8,1,21,50.5447100489,14.9359926971,1
2022,1,3,19,42.858379,132.688318,1
2022,2,6,7,38.10025,-78.61604,1
2022,5,29,4,38.10025,-78.61604,1
2022,7,4,23,47.71704,37.55742,1
2022,10,29,5,39.1743333333,-91.0125277778,1
2022,11,18,21,53.5,10.4833333333,1
2022,5,2,21,51.2833333333,12.3666666667,1
2022,5,30,21,49.4202777778,8.7475,1
2022,7,29,2,-22.4105555556,-45.5352777778,1
2022,8,1,21,53.5,10.4833333333,1
2022,9,4,17,-33.8988816534,147.9213993772,1
2022,10,2,20,53.5,10.4833333333,1
2022,5,23,11,-19.43778,134.21196,1
2022,8,6,23,54.4738888889,-1.1836111111,1
2022,8,4,0,49.93389,13.27556,1
2022,9,6,17,-33.5131964736,148.6344675897,1
2022,10,2,23,52.4565337898,12.9708741108,1
2022,7,28,20,41.57625,25.16617,1
2022,1,2,0,52.4565337898,12.9708741108,1
2022,1,3,20,40.5166666667,116.65,1
2022,10,23,4,30.2767,-103.595963,1
2022,10,25,23,52.4565337898,12.9708741108,1
2022,11,19,22,28.3019892015,-16.5097773066,1
2022,11,29,0,28.2127777778,-16.6813888889,1
2022,2,21,20,54.2794444444,26.7438888889,1
2022,2,26,21,52.4565337898,12.9708741108,1
2022,3,2,18,52.85034,11.16467,1
2022,3,25,18,54.2794444444,26.7438888889,1
2022,8,2,21,52.415,6.9663888889,1
2022,9,16,19,44.7847222222,0.4866666667,1
2022,9,26,17,54.2794444444,26.7438888889,1
2022,12,14,18,35.1557,52.3496,1
2022,8,14,10,32.862445,-116.860013,1
2022,12,21,22,52.4565337898,12.9708741108,1
2022,12,30,1,50.7291356749,3.6146822924,1
2022,4,24,22,-22.40291,-45.53396,1
2022,5,2,18,-18.70099,138.48763,1
2022,6,21,22,52.4565337898,12.9708741108,1
2022,8,2,1,42.4246666667,-8.85675,1
2022,11,4,8,30.2767,-103.595963,1
2022,8,6,0,44.0588888889,5.5519444444,1
2022,1,9,16,-37.7784,145.4231,1
2022,4,23,21,54.25,12.85,1
2022,5,28,22,51.12,13.61,1
2022,8,24,19,54.2794444444,26.7438888889,1
2022,8,16,20,50.1583333333,11.3916666667,1
2022,7,30,2,-22.4105555556,-45.5352777778,1
2022,8,14,8,53.085329,-113.634777,1
2022,9,2,19,54.2794444444,26.7438888889,1
2022,3,24,19,52.4475,12.9208333333,1
2022,8,14,1,52.2994228987,5.6064925557,1
2022,8,27,19,48.233066986,31.4157460678,1
2022,10,2,6,30.2767,-103.595963,1
2022,12,14,18,18.56392,73.81252,1
2022,1,5,11,32.862445,-116.860013,1
2022,5,5,21,54.2794444444,26.7438888889,1
2022,11,18,1,28.3019892015,-16.5097773066,1
2022,7,2,21,52.4475,12.9208333333,1
2022,10,21,21,36.4572222222,25.4236111111,1
2022,5,30,23,47.71704,37.55742,1
2022,8,5,21,53.5,10.4833333333,1
2022,9,2,22,52.4565337898,12.9708741108,1
2022,10,19,21,36.4572222222,25.4236111111,1
2022,3,14,0,54.2794444444,26.7438888889,1
2022,3,24,18,54.2794444444,26.7438888889,1
2022,7,29,21,35.1055379138,24.5613859583,1
2022,8,23,20,50.1361111111,11.4644444444,1
2022,7,31,2,42.4246666667,-8.85675,1
2022,8,16,20,49.7821996734,17.0376333846,1
2022,10,30,5,54.4738888889,-1.1836111111,1
2022,11,13,16,54.2794444444,26.7438888889,1
2022,5,26,21,54.2794444444,26.7438888889,1
2022,6,20,22,52.4565337898,12.9708741108,1
2022,7,30,20,50.9491666667,9.4969444444,1
2022,7,28,22,30.0506159611,35.0319844742,1
2022,11,17,16,-33.9530333258,151.0372246489,1
2022,11,19,4,27.9660989875,-15.5977231331,1
2022,7,20,19,41.57625,25.16617,1
2022,5,30,3,33.24246,-114.17815,1
2022,6,30,22,52.4475,12.9208333333,1
2022,7,1,22,52.4475,12.9208333333,1
2022,7,4,4,38.10025,-78.61604,1
2022,8,5,0,46.8080555556,16.01,1
2022,8,8,22,52.4475,12.9208333333,1
2022,10,27,23,45.96979,14.13502,1
2022,11,6,3,52.4565337898,12.9708741108,1
2022,12,1,2,28.3019892015,-16.5097773066,1
2022,12,14,3,53.5,10.4833333333,1
2022,12,14,5,-22.4105555556,-45.5352777778,1
2022,5,19,22,51.5297222222,6.3036111111,1
2022,6,26,21,49.7821781979,17.0375183987,1
2022,7,5,23,47.71704,37.55742,1
2022,8,7,23,47.71704,37.55742,1
2022,8,19,22,42.4246666667,-8.85675,1
2022,8,29,21,60.3251699926,10.6485975599,1
2022,9,22,19,43.3752777778,-1.5716666667,1
2022,2,2,20,51.2833333333,12.3666666667,1
2022,5,10,6,-22.4105555556,-45.5352777778,1
2022,1,3,12,-28.0946790381,152.8344227595,1
2022,8,9,23,47.71704,37.55742,1
2022,9,7,9,30.2767,-103.595963,1
2022,10,22,19,51.12,13.61,1
2022,3,14,2,52.4565337898,12.9708741108,1
2022,5,24,21,52.4565337898,12.9708741108,1
2022,8,6,22,52.4565337898,12.9708741108,1
2022,8,12,9,42.3868929823,-121.8115421618,1
2022,9,20,19,60.3239429899,10.6434894119,1
2022,11,15,5,-27.6575,-48.5436111111,1
2022,8,6,22,52.415,6.9663888889,1
2022,11,19,9,42.3868929823,-121.8115421618,1
2022,4,28,23,45.96979,14.13502,1
2022,8,8,22,52.2994228987,5.6064925557,1
2022,9,4,23,46.8075,-2.1227777778,1
2022,9,27,20,42.6308333333,1.4841666667,1
2022,10,3,9,30.2767,-103.595963,1
2022,10,27,0,53.5,10.4833333333,1
2022,10,30,22,52.4475,12.9208333333,1
2022,5,6,16,-38.6299,177.8833111111,1
2022,5,11,18,-15.71742,135.64177,1
2022,7,8,22,53.1930555556,13.0375,1
2022,7,24,21,52.4565337898,12.9708741108,1
2022,8,31,23,50.5246013326,10.4137914702,1
2022,9,1,22,52.4565337898,12.9708741108,1
2022,10,20,21,36.4572222222,25.4236111111,1
2022,11,27,1,28.2113888889,-16.8288888889,1
2022,5,29,11,-18.62015,143.81954,1
2022,6,19,11,-23.5094,150.54932,1
2022,8,13,0,48.1554722222,0.0334166667,1
2022,12,27,1,52.4475,12.9211111111,1
2022,5,6,7,-33.1779698785,-63.2810803131,1
2022,5,29,0,28.3019892015,-16.5097773066,1
2022,8,13,23,45.81289,14.69565,1
2022,8,18,20,52.2994228987,5.6064925557,1
2022,8,23,21,50.5246013326,10.4137914702,1
2022,10,19,21,52.4565337898,12.9708741108,1
2022,11,25,23,28.3019444444,-16.5097222222,1
2022,3,1,17,54.2794444444,26.7438888889,1
2022,5,6,6,-27.6575,-48.5436111111,1
2022,5,31,3,35.2758333333,-112.8691666667,1
2022,8,10,21,53.5,10.4833333333,1
2022,12,21,22,54.4738888889,-1.1836111111,1
2022,4,28,23,52.4565337898,12.9708741108,1
2022,8,12,20,54.2794444444,26.7438888889,1
2022,8,13,22,47.71704,37.55742,1
2022,7,27,0,48.4855555556,15.1486111111,1
2022,3,7,2,52.9119444444,11.8686111111,1
2022,7,27,1,42.4246666667,-8.85675,1
2022,9,15,20,28.3019892015,-16.5097773066,1
2022,1,3,19,46.37148,24.47551,1
2022,7,27,3,-22.4105555556,-45.5352777778,1
2022,7,27,23,47.71704,37.55742,1
2022,8,4,21,50.1583333333,11.3916666667,1
2022,8,27,22,60.3251699926,10.6485975599,1
2022,8,31,21,47.58,-2.7133333333,1
2022,10,26,22,45.96979,14.13502,1
2022,2,26,18,52.4475,12.9208333333,1
2022,5,31,3,44.0235140536,-71.4919939333,1
2022,6,26,21,49.7821477167,17.0375797404,1
2022,8,8,8,30.2767,-103.595963,1
2022,1,4,11,32.862445,-116.860013,1
2022,3,13,15,-36.2317661787,147.1703732462,1
2022,5,5,16,-38.6299,177.8833111111,1
2022,8,4,22,45.96979,14.13502,1
2022,8,8,20,54.2794444444,26.7438888889,1
2022,10,27,1,48.5452777778,11.7197222222,1
2022,11,19,4,27.9688888889,-15.5888888889,1
2022,11,29,1,28.3019892015,-16.5097773066,1
2022,4,20,10,-26.7995865126,150.579897006,1
2022,5,10,18,-15.71742,135.64177,1
2022,7,25,0,-27.6575,-48.5436111111,1
2022,7,27,16,-33.9530333258,151.0372246489,1
2022,4,22,21,54.25,12.85,1
2022,7,25,20,35.1055379138,24.5613859583,1
2022,8,5,21,50.9491666667,9.4969444444,1
2022,10,29,21,60.3251699926,10.6485975599,1
2022,2,6,15,-36.0388777778,148.7060083333,1
2022,2,28,18,52.85034,11.16467,1
2022,4,25,21,48.3054268362,-1.9433495448,1
2022,8,13,17,30.3080555556,35.1330555556,1
2022,12,15,0,54.4738888889,-1.1836111111,1
2022,3,29,3,28.3019892015,-16.5097773066,1
2022,3,30,2,28.3019892015,-16.5097773066,1
2022,7,2,21,45.96979,14.13502,1
2022,8,6,6,30.2767,-103.595963,1
2022,2,4,10,-35.6246976247,147.7868200933,1
2022,5,5,18,-16.301904,135.70725,1
2022,5,31,3,34.1458333333,-94.1033333333,1
2022,8,6,21,50.5246013326,10.4137914702,1
2022,8,10,22,53.0325,20.7166666667,1
2022,8,25,0,47.71704,37.55742,1
2022,9,6,0,52.4565337898,12.9708741108,1
2022,10,22,21,53.5,10.4833333333,1
2022,4,6,1,54.2794444444,26.7438888889,1
2022,6,3,21,54.2794444444,26.7438888889,1
2022,7,30,20,35.1055379138,24.5613859583,1
2022,7,30,22,45.96979,14.13502,1
2022,8,3,22,52.4565337898,12.9708741108,1
2022,8,6,23,45.81289,14.69565,1
2022,8,16,20,49.78323,17.03811,1
2022,9,15,19,44.5633333333,-0.3997222222,1
2022,10,20,14,-38.6299,177.8833111111,1
2022,1,21,3,52.4565337898,12.9708741108,1
2022,8,16,18,48.233066986,31.4157460678,1
2022,8,24,20,53.6908333333,12.1633333333,1
2022,12,1,2,28.2127777778,-16.6813888889,1
2022,12,14,15,-33.9530333258,151.0372246489,1
2022,5,31,3,28.8257058036,-17.8185475368,1
2022,5,31,5,41.9956944444,-121.7118055556,1
2022,7,26,20,35.1055379138,24.5613859583,1
2022,8,13,0,49.4202777778,8.7475,1
2022,10,17,17,54.2794444444,26.7438888889,1
2022,2,2,16,-34.8006382064,148.333336445,1
2022,5,24,23,44.412239,33.991304,1
2022,8,28,20,52.4475,12.9208333333,1
2022,9,5,23,46.5875,-1.8447222222,1
2022,12,14,4,-22.4105555556,-45.5352777778,1
2022,1,4,5,27.9689346369,-15.5891320177,1
2022,2,23,18,52.85034,11.16467,1
2022,3,1,2,50.5246013326,10.4137914702,1
2022,4,19,20,52.4565337898,12.9708741108,1
2022,4,22,22,60.3238929463,10.6433629717,1
2022,5,22,11,-14.9196614714,133.0583526594,1
2022,5,30,22,44.412239,33.991304,1
2022,12,27,17,52.4475,12.9208333333,1
2022,5,15,2,-26.0902777778,28.3161111111,1
2022,7,30,21,52.4565337898,12.9708741108,1
2022,8,12,22,50.5246013326,10.4137914702,1
2022,8,22,19,48.233066986,31.4157460678,1
2022,11,6,3,52.4475,12.9208333333,1
2022,12,14,13,42.858379,132.688318,1
2022,6,12,18,-18.09016,145.85349,1
2022,7,7,22,53.1930555556,13.0375,1
2022,8,8,23,54.25,12.85,1
2022,12,17,22,27.9688888889,-15.5888888889,1
2022,11,16,2,50.7291356749,3.6146822924,1
2022,2,2,21,52.4475,12.9208333333,1
2022,1,3,8,45.434,-75.104,1
2022,8,1,21,50.9491666667,9.4969444444,1
2022,11,20,18,52.4475,12.9208333333,1
2022,5,29,21,54.2794444444,26.7438888889,1
2022,8,8,22,52.4565337898,12.9708741108,1
2022,8,9,22,52.4565337898,12.9708741108,1
2022,8,10,23,54.25,12.85,1
2022,10,24,3,52.2897578145,5.6123875482,1
2022,12,24,23,52.4565337898,12.9708741108,1
2022,10,20,23,44.1313888889,19.8141666667,1
2022,5,29,5,30.2766,-103.569,1
2022,8,4,23,47.71704,37.55742,1
2022,3,2,18,53.2016666667,10.9758333333,1
2022,3,29,1,54.2794444444,26.7438888889,1
2022,8,2,22,45.96979,14.13502,1
2022,7,31,23,47.71704,37.55742,1
2022,8,13,10,42.1495411292,-122.6360431816,1
2022,8,12,20,49.4202777778,8.7475,1
2022,4,28,22,51.9094444444,-7.8952777778,1
2022,5,31,16,-26.0902777778,28.3161111111,1
2022,7,27,17,23.1339782248,115.1431181067,1
2022,8,28,19,52.4475,12.9211111111,1
2022,2,28,22,52.4565337898,12.9708741108,1
2022,8,10,20,54.2794444444,26.7438888889,1
2022,12,14,19,30.30575,35.13343,1
2022,3,11,0,54.2794444444,26.7438888889,1
2022,5,31,9,-17.57611,145.45094,1
2022,8,4,2,-22.4105555556,-45.5352777778,1
2022,8,8,23,50.7616298028,5.9424456925,1
2022,9,8,9,30.2767,-103.595963,1
2022,8,27,22,52.2994228987,5.6064925557,1
2022,9,12,20,28.3019892015,-16.5097773066,1
2022,10,30,21,67.5330555556,21.1875,1
2022,11,28,1,28.3019892015,-16.5097773066,1
2022,8,13,20,50.7291356749,3.6146822924,1
2022,1,3,22,34.8440565806,33.5780788349,1
2022,2,28,1,54.2794444444,26.7438888889,1
2022,5,30,2,28.3019444444,-16.5097222222,1
2022,6,26,22,52.4565337898,12.9708741108,1
2022,7,26,22,45.8128860084,14.6956515513,1
2022,7,23,23,47.71704,37.55742,1
2022,9,14,20,28.3019892015,-16.5097773066,1
2022,12,12,22,47.1504,10.3445,1
2022,5,29,20,34.8440565806,33.5780788349,1
2022,9,13,20,28.3019892015,-16.5097773066,1
2022,9,25,23,42.37,1.2363888889,1
2022,10,25,23,52.4475,12.9208333333,1
2022,12,12,21,30.3080555556,35.1330555556,1
2022,12,15,3,-22.4105555556,-45.5352777778,1
2022,1,3,17,48.8545315681,20.2048653668,1
2022,2,5,11,32.862445,-116.860013,1
2022,5,9,0,50.7291356749,3.6146822924,1
2022,8,12,21,54.4738888889,-1.1836111111,1
2022,8,12,22,52.4475,12.9211111111,1
2022,8,12,21,47.71704,37.55742,1
2022,1,3,20,52.4475,12.9208333333,1
2022,6,18,10,-23.14827,150.70766,1
2022,7,26,6,30.2767,-103.595963,1
2022,8,3,21,50.1583333333,11.3897222222,1
2022,8,12,22,60.3238898718,10.6434852695,1
2022,12,24,17,54.2794444444,26.7438888889,1
2022,7,26,20,41.57625,25.16617,1
2022,5,12,18,-15.71742,135.64177,1
2022,7,27,22,52.4565337898,12.9708741108,1
2022,9,26,20,42.5088888889,1.5636111111,1
2022,11,18,21,52.4475,12.9208333333,1
2022,1,2,15,-35.1741468447,150.3698139753,1
2022,3,13,2,52.4565337898,12.9708741108,1
2022,10,19,17,54.2794444444,26.7438888889,1
2022,3,31,2,28.3019892015,-16.5097773066,1
2022,5,31,4,32.20181,-111.12567,1
2022,8,6,20,48.233066986,31.4157460678,1
2022,2,26,17,54.2794444444,26.7438888889,1
2022,3,8,22,52.4475,12.9208333333,1
2022,2,27,18,51.12,13.61,1
2022,7,31,7,-22.4105555556,-45.5352777778,1
2022,9,19,21,28.3019892015,-16.5097773066,1
2022,12,13,19,27.9688888889,-15.5888888889,1
2022,2,7,14,-34.828224297,149.0423775872,1
2022,4,22,20,52.4475,12.9211111111,1
2022,7,29,7,42.3964479767,-122.1963444061,1
2022,8,5,21,52.2994228987,5.6064925557,1
2022,10,1,23,52.4565337898,12.9708741108,1
2022,10,29,22,45.96979,14.13502,1
2022,12,13,20,49.1560542347,1.6047237975,1
2022,12,12,21,46.2852009339,14.5330544319,1
2022,1,3,20,53.0325,20.7166666667,1
2022,8,5,22,45.96979,14.13502,1
2022,8,16,20,49.7822009323,17.0375336968,1
