Ano,Mês,Dia,Hora,Latitude,Longitude,count
2022,5,30,22,28.7659153222,-17.9001446669,1
2022,8,14,7,-22.4105555556,-45.5352777778,1
2022,8,12,23,48.0333761212,2.7975793255,1
2022,9,1,20,53.06156,8.81592,1
2022,10,18,19,52.4565337898,12.9708741108,1
2022,12,2,2,28.3641666667,-16.6913888889,1
2022,1,6,22,53.0325,20.7166666667,1
2022,3,9,17,54.2794444444,26.7438888889,1
2022,7,31,2,-22.4105555556,-45.5352777778,1
2022,8,10,1,50.7616298028,5.9424456925,1
2022,12,15,2,54.4738888889,-1.1836111111,1
2022,11,5,0,50.7291356749,3.6146822924,1
2022,5,31,3,44.63,-78.86,1
2022,6,3,10,-16.45448,144.83783,1
2022,8,1,20,35.1055379138,24.5613859583,1
2022,8,31,20,53.06156,8.81592,1
2022,10,29,20,54.2794444444,26.7438888889,1
2022,11,17,6,-22.4105555556,-45.5352777778,1
2022,11,20,1,52.2836427918,5.6117424769,1
2022,12,13,17,45.6135946281,25.6338439789,1
2022,12,15,19,12.9645407417,77.7414088632,1
2022,12,14,3,27.9983986828,-15.554898984,1
2022,2,27,3,54.2794444444,26.7438888889,1
2022,4,2,0,28.3019892015,-16.5097773066,1
2022,8,13,0,45.5667157161,13.8962776898,1
2022,8,20,20,52.2994228987,5.6064925557,1
2022,9,21,20,51.2833333333,12.3666666667,1
2022,4,23,22,52.4565337898,12.9708741108,1
2022,4,27,23,45.97808,14.11652,1
2022,8,5,5,30.2767,-103.595963,1
2022,12,14,1,30.2767,-103.595963,1
2022,12,17,18,53.5,10.4833333333,1
2022,3,10,0,52.4565337898,12.9708741108,1
2022,8,11,21,60.3238898718,10.6434852695,1
2022,11,18,5,-27.6575,-48.5436111111,1
2022,1,6,21,51.2833333333,12.3666666667,1
2022,3,22,21,52.4565337898,12.9708741108,1
2022,5,26,4,32.862445,-116.860013,1
2022,8,5,2,-22.4105555556,-45.5352777778,1
2022,8,13,20,52.2538888889,7.0688888889,1
2022,8,5,21,53.0325,20.7166666667,1
2022,8,25,23,52.4475,12.9211111111,1
2022,8,19,1,45.6896571884,23.5349124287,1
2022,10,27,5,30.2767,-103.595963,1
2022,11,18,4,27.9983986828,-15.554898984,1
2022,5,31,4,32.9900451259,-116.5768468137,1
2022,8,6,22,54.25,12.85,1
2022,8,19,20,48.233066986,31.4157460678,1
2022,2,3,11,32.862445,-116.860013,1
2022,3,11,2,52.4475,12.9208333333,1
2022,4,23,23,52.14,-7.0561111111,1
2022,5,31,6,30.2767,-103.595963,1
2022,5,31,21,54.2794444444,26.7438888889,1
2022,7,26,18,-33.9530333258,151.0372246489,1
2022,10,6,2,52.2897578145,5.6123875482,1
2022,11,13,0,45.5668375605,13.896409118,1
2022,12,14,3,35.9450187764,-95.7123090061,1
2022,12,14,5,45.434,-75.104,1
2022,4,27,0,52.4565337898,12.9708741108,1
2022,5,2,20,54.2794444444,26.7438888889,1
2022,5,29,19,34.8440565806,33.5780788349,1
2022,6,30,4,38.10025,-78.61604,1
2022,7,28,0,49.93389,13.27556,1
2022,7,30,19,48.0,31.0,1
2022,8,18,19,54.2794444444,26.7438888889,1
2022,9,1,20,47.5355555556,-2.49,1
2022,9,3,23,46.9463888889,-2.1852777778,1
2022,8,7,0,44.0588888889,5.5519444444,1
2022,10,21,6,45.3833333333,-76.4833333333,1
2022,2,12,3,52.4475,12.9208333333,1
2022,4,10,19,54.2794444444,26.7438888889,1
2022,8,20,20,53.5,10.4833333333,1
2022,9,22,23,28.3019892015,-16.5097773066,1
2022,3,23,19,51.12,13.61,1
2022,5,11,2,-26.0902777778,28.3161111111,1
2022,5,31,4,32.7475,-116.6677777778,1
2022,7,30,0,27.9983986828,-15.554898984,1
2022,3,2,21,51.2833333333,12.3666666667,1
2022,4,26,6,38.10025,-78.61604,1
2022,5,13,18,-15.56184,135.41657,1
2022,8,4,20,54.2794444444,26.7438888889,1
2022,8,9,23,52.2994228987,5.6064925557,1
2022,8,21,20,50.5246013326,10.4137914702,1
2022,11,3,6,45.434,-75.104,1
2022,5,25,7,32.862445,-116.860013,1
2022,8,5,20,54.2794444444,26.7438888889,1
2022,8,4,20,50.8166666667,14.7166666667,1
2022,8,17,19,48.233066986,31.4157460678,1
2022,10,30,22,52.2897578145,5.6123875482,1
2022,10,23,16,54.2794444444,26.7438888889,1
2022,11,12,18,49.5369795869,11.4441744646,1
2022,11,28,1,28.2113888889,-16.8288888889,1
2022,12,15,2,32.862445,-116.860013,1
2022,4,25,0,-22.40291,-45.53396,1
2022,7,27,20,54.2794137183,26.7437012787,1
2022,8,3,7,-22.4104644654,-45.5351835695,1
2022,10,23,2,54.4738888889,-1.1836111111,1
2022,10,31,22,45.96979,14.13502,1
2022,1,3,22,44.1313888889,19.8144444444,1
2022,5,24,21,49.8832078627,4.217555031,1
2022,5,28,21,49.8832078627,4.217555031,1
2022,6,26,21,49.7822009323,17.0375336968,1
2022,8,3,21,50.9491666667,9.4969444444,1
2022,8,13,5,38.10025,-78.61604,1
2022,12,19,16,54.2794444444,26.7438888889,1
2022,1,6,17,60.3251677554,10.6486093726,1
2022,3,3,19,53.4783333333,10.7302777778,1
2022,4,22,23,52.415,6.9663888889,1
2022,5,25,11,-20.68885,139.66752,1
2022,8,1,23,47.71704,37.55742,1
2022,9,16,20,28.3019892015,-16.5097773066,1
2022,10,1,23,54.4019444444,-0.9275,1
2022,12,14,19,47.71704,37.55742,1
2022,3,27,18,54.2794444444,26.7438888889,1
2022,8,23,21,51.2833333333,12.3666666667,1
2022,9,5,21,60.3251699926,10.6485975599,1
2022,11,10,16,52.45275,12.9577777778,1
2022,11,30,2,28.3019892015,-16.5097773066,1
2022,3,23,19,52.4475,12.9208333333,1
2022,5,31,21,49.8832078627,4.217555031,1
2022,7,27,22,53.0325,20.7166666667,1
2022,8,11,23,52.2994228987,5.6064925557,1
2022,9,2,6,38.10025,-78.61604,1
2022,10,22,1,47.71704,37.55742,1
2022,12,18,3,-22.40291,-45.53396,1
2022,3,20,18,52.4561111111,12.9605555556,1
2022,5,1,17,-18.70099,138.48763,1
2022,8,2,21,52.2994228987,5.6064925557,1
2022,8,13,0,48.0197222222,8.8533333333,1
2022,12,14,19,54.4738888889,-1.1836111111,1
2022,12,21,10,32.862445,-116.860013,1
2022,7,31,21,47.6994444444,16.9697222222,1
2022,2,23,19,52.4475,12.9208333333,1
2022,4,5,18,54.2794444444,26.7438888889,1
2022,5,9,9,30.2766,-103.569,1
2022,6,23,22,51.2833333333,12.3666666667,1
2022,8,4,23,52.4565337898,12.9708741108,1
2022,8,7,22,52.4565337898,12.9708741108,1
2022,10,22,0,40.8075076687,-5.8540341241,1
2022,11,4,13,-38.6299,177.8833111111,1
2022,12,15,18,52.4475,12.9208333333,1
2022,5,7,1,-23.3087222222,28.4985,1
2022,8,22,20,51.12,13.61,1
2022,8,24,20,48.233066986,31.4157460678,1
2022,12,30,4,52.4565337898,12.9708741108,1
2022,5,6,18,-15.71742,135.64177,1
2022,5,8,18,-15.42,135.7144444444,1
2022,5,27,21,49.8832078627,4.217555031,1
2022,8,3,21,53.5,10.4833333333,1
2022,11,22,15,-33.9530333258,151.0372246489,1
2022,12,14,17,52.5030555556,12.7655555556,1
2022,12,14,21,54.4738888889,-1.1836111111,1
2022,3,9,1,52.4565337898,12.9708741108,1
2022,5,24,11,-19.9293616025,138.1159764846,1
2022,9,26,8,30.2767,-103.595963,1
2022,12,26,22,54.3502777778,12.3991666667,1
2022,5,20,21,45.96979,14.13502,1
2022,6,26,21,49.7822176851,17.0375534548,1
2022,8,13,21,54.4738888889,-1.1836111111,1
2022,11,1,0,52.4475,12.9208333333,1
2022,5,8,3,27.9983986828,-15.554898984,1
2022,4,30,11,-19.7885,138.79712,1
2022,8,5,18,-33.9530333258,151.0372246489,1
2022,8,13,7,-22.4105555556,-45.5352777778,1
2022,8,6,21,53.0325,20.7166666667,1
2022,1,3,19,52.1889040881,13.3315001318,1
2022,4,2,23,52.85034,11.16467,1
2022,7,26,23,47.71704,37.55742,1
2022,8,10,0,50.5246013326,10.4137914702,1
2022,8,10,22,52.4475,12.9208333333,1
2022,8,16,20,49.7822176851,17.0375534548,1
2022,10,1,17,54.2794444444,26.7438888889,1
2022,10,7,2,43.5291666667,3.6702777778,1
2022,10,30,21,51.2833333333,12.3666666667,1
2022,12,14,22,43.694885,7.273685,1
2022,12,14,3,-22.4008333333,-45.535,1
2022,3,27,23,52.4475,12.9208333333,1
2022,3,27,20,52.4475,12.9208333333,1
2022,7,29,21,52.2994228987,5.6064925557,1
2022,9,30,18,53.5,10.4833333333,1
2022,10,3,0,52.2897578145,5.6123875482,1
2022,12,14,20,28.8257058036,-17.8185475368,1
2022,8,10,4,27.9983986828,-15.554898984,1
2022,11,23,3,50.7291356749,3.6146822924,1
2022,3,28,20,52.4475,12.9208333333,1
2022,4,24,0,-22.40291,-45.53396,1
2022,4,28,19,-21.0761182411,141.0172188261,1
2022,5,31,0,50.1161523475,14.4417969914,1
2022,6,26,22,45.5840162846,14.4142661914,1
2022,8,9,16,35.6044444444,140.5236111111,1
2022,8,12,3,45.2528,-75.0518,1
2022,4,22,18,-26.0902777778,28.3161111111,1
2022,4,29,18,-20.8068717424,139.996734253,1
2022,1,3,2,44.1313888889,19.8144444444,1
2022,2,26,18,52.85034,11.16467,1
2022,1,3,23,44.5588888889,-77.1158333333,1
2022,5,30,21,48.5964,6.08433,1
2022,5,31,3,33.24245,-114.17815,1
2022,6,23,22,52.4565337898,12.9708741108,1
2022,6,29,22,46.2916104638,14.5329352723,1
2022,7,27,15,23.1339782248,115.1431181067,1
2022,10,17,23,54.4738888889,-1.1836111111,1
2022,11,21,0,54.4738888889,-1.1836111111,1
2022,12,14,22,54.4738888889,-1.1836111111,1
2022,7,30,21,47.2511111111,16.1361111111,1
2022,1,6,18,51.12,13.61,1
2022,4,24,17,-26.0902777778,28.3161111111,1
2022,5,6,8,30.2766,-103.569,1
2022,7,22,20,54.2794444444,26.7438888889,1
2022,7,28,23,45.81289,14.69565,1
2022,7,29,5,30.2767,-103.595963,1
2022,7,31,16,35.6044444444,140.5236111111,1
2022,9,28,20,42.5238888889,2.3627777778,1
2022,10,21,21,50.7291356749,3.6146822924,1
2022,7,27,21,35.1055379138,24.5613859583,1
2022,8,7,7,30.2767,-103.595963,1
2022,8,6,7,42.3933896068,-122.1986604935,1
2022,8,12,21,50.2695,3.9305,1
2022,12,14,12,31.2556145858,113.6801648121,1
2022,9,4,19,54.2794444444,26.7438888889,1
2022,11,23,1,28.3019892015,-16.5097773066,1
2022,11,25,3,28.3019892015,-16.5097773066,1
2022,3,11,7,38.10025,-78.61604,1
2022,5,31,1,41.80854,12.68317,1
2022,8,21,20,52.4565337898,12.9708741108,1
2022,9,14,0,38.10025,-78.61604,1
2022,10,27,0,52.4565337898,12.9708741108,1
2022,8,2,0,44.0588888889,5.5519444444,1
2022,5,31,4,34.0370277778,-111.3697277778,1
